Category,Message Code,Severity,Message Text,Message Description,Local Target Format,Remote Target Format
AD Connector,25034,ERROR,DNS A/AAAA query failed,DNS A/AAAA query failed,"<timestamp> <seq_num> 25034 ERROR AD-Connector: DNS A/AAAA query failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25034
                                 ERROR AD-Connector: DNS A/AAAA query failed, <log details>"
AD Connector,25035,INFO,Writeable DC discovery succeeded,Writeable DC discovery succeeded,"<timestamp> <seq_num> 25035 INFO AD-Connector: Writeable DC discovery succeeded, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25035
                                 INFO AD-Connector: Writeable DC discovery succeeded, <log details>"
AD Connector,25035,INFO,Writeable DC discovery succeeded,Writeable DC discovery succeeded,"<timestamp> <seq_num> 25035 INFO AD-Connector: Writeable DC discovery succeeded, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25035
                                 INFO AD-Connector: Writeable DC discovery succeeded, <log details>"
AD Connector,25036,ERROR,Writeable DC discovery failed,Writeable DC discovery failed,"<timestamp> <seq_num> 25036 ERROR AD-Connector: Writeable DC discovery failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25036
                                 ERROR AD-Connector: Writeable DC discovery failed, <log details>"
AD Connector,25036,ERROR,Writeable DC discovery failed,Writeable DC discovery failed,"<timestamp> <seq_num> 25036 ERROR AD-Connector: Writeable DC discovery failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25036
                                 ERROR AD-Connector: Writeable DC discovery failed, <log details>"
AD Connector,25037,INFO,DC record cached,DC record cached,"<timestamp> <seq_num> 25037 INFO AD-Connector: DC record cached, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25037
                                 INFO AD-Connector: DC record cached, <log details>"
AD Connector,25037,INFO,DC record cached,DC record cached,"<timestamp> <seq_num> 25037 INFO AD-Connector: DC record cached, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25037
                                 INFO AD-Connector: DC record cached, <log details>"
AD Connector,25038,INFO,GC record cached,GC record cached,"<timestamp> <seq_num> 25038 INFO AD-Connector: GC record cached, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25038
                                 INFO AD-Connector: GC record cached, <log details>"
AD Connector,25038,INFO,GC record cached,GC record cached,"<timestamp> <seq_num> 25038 INFO AD-Connector: GC record cached, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25038
                                 INFO AD-Connector: GC record cached, <log details>"
AD Connector,25039,ERROR,LDAP SASL bind failed,LDAP SASL bind failed,"<timestamp> <seq_num> 25039 ERROR AD-Connector: LDAP SASL bind failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25039
                                 ERROR AD-Connector: LDAP SASL bind failed, <log details>"
AD Connector,25039,ERROR,LDAP SASL bind failed,LDAP SASL bind failed,"<timestamp> <seq_num> 25039 ERROR AD-Connector: LDAP SASL bind failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25039
                                 ERROR AD-Connector: LDAP SASL bind failed, <log details>"
AD Connector,25040,ERROR,RPC secure channel establishment failed,RPC secure channel establishment failed,"<timestamp> <seq_num> 25040 ERROR AD-Connector: RPC secure channel establishment failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25040
                                 ERROR AD-Connector: RPC secure channel establishment failed, <log details>"
AD Connector,25040,ERROR,RPC secure channel establishment failed,RPC secure channel establishment failed,"<timestamp> <seq_num> 25040 ERROR AD-Connector: RPC secure channel establishment failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25040
                                 ERROR AD-Connector: RPC secure channel establishment failed, <log details>"
AD Connector,25041,INFO,ISE Server site discovered,ISE Server site discovered,"<timestamp> <seq_num> 25041 INFO AD-Connector: ISE Server site discovered, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25041
                                 INFO AD-Connector: ISE Server site discovered, <log details>"
AD Connector,25041,INFO,ISE Server site discovered,ISE Server site discovered,"<timestamp> <seq_num> 25041 INFO AD-Connector: ISE Server site discovered, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25041
                                 INFO AD-Connector: ISE Server site discovered, <log details>"
AD Connector,25042,WARN,ISE Server is not assigned to any AD site,ISE Server is not assigned to any AD site,"<timestamp> <seq_num> 25042 WARN AD-Connector: ISE Server is not assigned to any AD site, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25042
                                 WARN AD-Connector: ISE Server is not assigned to any AD site, <log details>"
AD Connector,25042,WARN,ISE Server is not assigned to any AD site,ISE Server is not assigned to any AD site,"<timestamp> <seq_num> 25042 WARN AD-Connector: ISE Server is not assigned to any AD site, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25042
                                 WARN AD-Connector: ISE Server is not assigned to any AD site, <log details>"
AD Connector,25043,WARN,No domain controller found in ISE Server site,No domain controller found in ISE Server site,"<timestamp> <seq_num> 25043 WARN AD-Connector: No domain controller found in ISE Server site, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25043
                                 WARN AD-Connector: No domain controller found in ISE Server site, <log details>"
AD Connector,25043,WARN,No domain controller found in ISE Server site,No domain controller found in ISE Server site,"<timestamp> <seq_num> 25043 WARN AD-Connector: No domain controller found in ISE Server site, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25043
                                 WARN AD-Connector: No domain controller found in ISE Server site, <log details>"
AD Connector,25044,ERROR,Communication to domain failed,Communication to domain failed,"<timestamp> <seq_num> 25044 ERROR AD-Connector: Communication to domain failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25044
                                 ERROR AD-Connector: Communication to domain failed, <log details>"
AD Connector,25044,ERROR,Communication to domain failed,Communication to domain failed,"<timestamp> <seq_num> 25044 ERROR AD-Connector: Communication to domain failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25044
                                 ERROR AD-Connector: Communication to domain failed, <log details>"
AD Connector,25045,ERROR,Configured nameserver is down,The configured nameserver is down. As a result AD operations will fail.,"<timestamp> <seq_num> 25045 ERROR AD-Connector: Configured nameserver is down, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25045
                                 ERROR AD-Connector: Configured nameserver is down, <log details>"
AD Connector,25045,ERROR,Configured nameserver is down,The configured nameserver is down. As a result AD operations will fail.,"<timestamp> <seq_num> 25045 ERROR AD-Connector: Configured nameserver is down, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25045
                                 ERROR AD-Connector: Configured nameserver is down, <log details>"
AD Connector,25046,ERROR,Joined domain is unavailable,"Joined domain is unavailable, and cannot be used for authentication, authorization and group and attribute retrieval","<timestamp> <seq_num> 25046 ERROR AD-Connector: Joined domain is unavailable, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25046
                                 ERROR AD-Connector: Joined domain is unavailable, <log details>"
AD Connector,25046,ERROR,Joined domain is unavailable,"Joined domain is unavailable, and cannot be used for authentication, authorization and group and attribute retrieval","<timestamp> <seq_num> 25046 ERROR AD-Connector: Joined domain is unavailable, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25046
                                 ERROR AD-Connector: Joined domain is unavailable, <log details>"
AD Connector,25047,ERROR,Authentication domain is unavailable,"Authentication domain is unavailable, and cannot be used for authentication, authorization and group and attribute retrieval","<timestamp> <seq_num> 25047 ERROR AD-Connector: Authentication domain is unavailable, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25047
                                 ERROR AD-Connector: Authentication domain is unavailable, <log details>"
AD Connector,25047,ERROR,Authentication domain is unavailable,"Authentication domain is unavailable, and cannot be used for authentication, authorization and group and attribute retrieval","<timestamp> <seq_num> 25047 ERROR AD-Connector: Authentication domain is unavailable, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25047
                                 ERROR AD-Connector: Authentication domain is unavailable, <log details>"
AD Connector,25048,ERROR,Active-Directory forest is unavailable,"Active Directory forest GC (Global Catalog) is unavailable, and cannot be used for authentication, authorization and group
                                 and attribute retrieval","<timestamp> <seq_num> 25048 ERROR AD-Connector: Active-Directory forest is unavailable, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 25048
                                 ERROR AD-Connector: Active-Directory forest is unavailable, <log details>"
